catchment,water_body,description
Hà Giang,Suối Cầu Kheo,"Suối Cầu Kheo là một con suối đổ ra Ngòi Quẵng. Suối có chiều dài 13 km và diện tích lưu vực là 85 km². Suối Cầu Kheo chảy qua các tỉnh Hà Giang, Tuyên Quang."
Hà Giang,Sông Chảy,"Sông Chảy là một con sông tại miền Bắc Việt Nam. Sông bắt nguồn từ sườn tây nam đỉnh Tây Côn Lĩnh (2.419 m) và sườn đông bắc đỉnh Chiêu Lầu Thi (2402 m) trên khối núi thượng nguồn sông Chảy, phía tây bắc tỉnh Hà Giang, vượt qua các tỉnh Lào Cai, Yên Bái rồi chảy vào sông Lô ở Đoan Hùng, tỉnh Phú Thọ."
Hà Giang,Sông Con (Hà Giang),"Sông Con là phụ lưu cấp 1 của sông Lô chảy ở tỉnh Hà Giang, Việt Nam."
Hà Giang,Nậm Dẩn (suối),Nậm Dẩn là một con sông đổ ra Sông Chảy ở huyện Xín Mần tỉnh Hà Giang. Sông có chiều dài 15 km và diện tích lưu vực là 150 km².
Hà Giang,Sông Gâm,"Sông Gâm, còn gọi là sông Gầm, là một phụ lưu của sông Lô bắt nguồn từ Quảng Tây, Trung Quốc chảy vào miền bắc Việt Nam."
Hà Giang,Ngòi Hít,"Ngòi Hít là phụ lưu của Ngòi Sảo, phụ lưu cấp 2 của sông Lô. Ngòi Hít chảy ở huyện Bắc Quang tỉnh Hà Giang, Việt Nam."
Hà Giang,Nậm Lăng,"Nậm Lăng là một con sông đổ ra Sông Bắc Cuông. Nậm Lăng chảy qua các tỉnh Lào Cai và Hà Giang, Việt Nam. Sông có chiều dài 12 km và diện tích lưu vực là 39 km²."
Hà Giang,Sông Lô,"Sông Lô là phụ lưu cấp 1 ở tả ngạn sông Hồng, chảy từ Trung Quốc sang các tỉnh Hà Giang, Tuyên Quang, Phú Thọ và Vĩnh Phúc, Việt Nam."
Hà Giang,Suối Khuổi Luông,"Suối Khuổi Luông hoặc Ngòi Kim là một phụ lưu của Sông Con, phụ lưu cấp 2 của sông Lô. Khuổi Luông chảy qua các huyện Lục Yên tỉnh Yên Bái và huyện Bắc Quang, tỉnh Hà Giang, Việt Nam."
Hà Giang,Sông Miện,"Sông Miện là phụ lưu cấp 1 bờ trái sông Lô ở tỉnh Hà Giang, Việt Nam."
Hà Giang,Nậm Mu (suối),"Nậm Mu là một dòng suối, phụ lưu của sông Lô, chảy ở xã Tân Thành, Bắc Quang, tỉnh Hà Giang, Việt Nam."
Hà Giang,Suối Nà Thầy,"Suối Nà Thầy là một con suối đổ ra Suối Nậm Vàng. Suối Nà Thầy chảy qua các tỉnh Hà Giang, Tuyên Quang."
Hà Giang,Suối Nà Thin,"Suối Nà Thin là phụ lưu của Sông Gâm. Suối Nà Thin chảy qua các tỉnh Hà Giang, Tuyên Quang."
Hà Giang,Nậm Lang,"Nậm Lang là một dòng suối chảy ở huyên Yên Minh tỉnh Hà Giang, Việt Nam."
Hà Giang,Nậm Mạ (Hà Giang),"Nậm Mạ là phụ lưu cấp 1 của sông Gâm chảy ở tỉnh Hà Giang, Việt Nam."
Hà Giang,Ngòi Hi,"Ngòi Hi là một con sông đổ ra Ngòi Sảo. Ngòi Hi chảy qua các tỉnh Hà Giang, Tuyên Quang."
Hà Giang,Ngòi Quẵng,"Ngòi Quẵng hay ngòi Ba là một phụ lưu của sông Gâm, chảy từ tỉnh Hà Giang sang tỉnh Tuyên Quang."
Hà Giang,Sông Nhiệm,"Sông Nhiệm là một phụ lưu của sông Nho Quế, chảy trong hai huyện Yên Minh và Mèo Vạc tỉnh Hà Giang, Việt Nam."
Hà Giang,Sông Nho Quế,"Sông Nho Quế là một phụ lưu của sông Gâm. Sông bắt nguồn từ Trung Quốc có tên 南利河 Nán lì hé ( sông Nam Lợi ) hoặc 普梅河 Pǔ méi hé ( sông Phổ Mai ), khi chảy vào Việt Nam thì tạo ra một đoạn là biên giới Việt-Trung ở vùng cực bắc đất nước tại xã Lũng Cú và Má Lé, huyện Đồng Văn, sau đó chảy vào nội địa tỉnh Hà Giang."
Hà Giang,Suối Pắc Nhúng,"Suối Pắc Nhúng là một con suối đổ ra Sông Gâm. Suối có chiều dài 22 km và diện tích lưu vực là 121 km². Suối Pắc Nhúng chảy qua các tỉnh Hà Giang, Cao Bằng."
Hà Giang,Ngòi Sảo,"Ngòi Sảo là một con sông đổ ra Sông Lô. Ngòi Sảo chảy qua các tỉnh Hà Giang, Tuyên Quang."
Hà Giang,Ngòi Thâu,Ngòi Thâu hay suối Thâu là phụ lưu của Sông Chảy. Ngòi Thâu chảy ở các huyện Quang Bình tỉnh Hà Giang và huyện Bảo Yên tỉnh Lào Cai.
Hà Giang,Nậm Vàng,"Suối Nậm Vàng là phụ lưu cấp 1 của sông Gâm. Nậm Vàng chảy qua các tỉnh Hà Giang, Cao Bằng, Tuyên Quang."
Hà Nam,Châu Giang (sông Việt Nam),"Sông Châu Giang, còn gọi là sông Châu, là một con sông thuộc hệ thống sông Hồng - sông Thái Bình của miền Bắc Việt Nam, nằm trọn trong địa phận tỉnh Hà Nam, Việt Nam."
Hà Nam,Sông Đáy,"Sông Đáy, còn gọi là Hát Giang (喝江) là dòng sông chảy từ phía Tây Hà Nội, xuyên qua tỉnh Hà Nam rồi thành ranh giới giữa Ninh Bình và Nam Định trước khi đổ ra biển Đông tại cửa Đáy. Dòng sông chảy song song bên hữu ngạn hạ lưu sông Hồng và cũng là cửa sông lớn nhất của lưu vực sông Hồng."
Hà Nam,Sông Hồng,"Sông Hồng (hay Hồng Hà, còn có các tên gọi khác là sông Cái, sông Cả, sông Thao, Nhị Hà, Nhĩ Hà ) là con sông có tổng chiều dài là 1.149 km bắt nguồn từ Vân Nam, Trung Quốc chảy qua miền Bắc Việt Nam và đổ ra vịnh Bắc Bộ, trên đất Việt Nam dài 556 km. Đây là dòng sông quan trọng của nền văn hóa lúa nước Việt Nam."
Hà Nam,Sông Nông Giang,"Sông Nông Giang là một con sông đổ ra Sông Châu Giang. Sông có chiều dài 25 km và diện tích lưu vực là km². Sông Nông Giang chảy qua các tỉnh Hà Nội, Hà Nam."
Hà Nam,Sông Nhuệ,"Sông Nhuệ hay Nhuệ Giang là một con sông nhỏ, phụ lưu của sông Đáy. Sông dài khoảng 76 km, chảy ngoằn ngoèo gần như theo hướng bắc Tây Bắc-Nam Đông Nam qua địa phận thành phố Hà Nội và tỉnh Hà Nam."
Hà Nam,Sông Sắt,"Sông Sắt là một con sông tự nhiên, nằm trong hệ thống sông Đáy, chảy qua các huyện Bình Lục và Lý Nhân của tỉnh Hà Nam, Việt Nam. Sông có vai trò quan trọng trong việc cung cấp nước cho sản xuất nông nghiệp, đặc biệt là trong việc tưới tiêu cho các cánh đồng lúa, và cũng đóng vai trò trong giao thông thủy nội địa."
Hà Nội,Phụ lưu số 1,"Phụ lưu số 1 là một con sông đổ ra Sông Thanh Hà. Sông có chiều dài 12 km và diện tích lưu vực là km². Phụ lưu số 1 chảy qua các tỉnh Hà Nội, Hòa Bình."
Hà Nội,Phụ lưu số 9,"Phụ lưu số 9 là một con sông đổ ra Sông Bùi. Sông có chiều dài 13 km và diện tích lưu vực là 20 km². Phụ lưu số 9 chảy qua các tỉnh Hà Nội, Hoà Bình."
Hà Nội,Suối Yên Trình,"Phụ lưu số 10 (Suối Yên Trình) là một con sông đổ ra Sông Bùi. Sông có chiều dài 10 km và diện tích lưu vực là 23 km². Phụ lưu số 10 (Suối Yên Trình) chảy qua các tỉnh Hà Nội, Hoà Bình."
Hà Nội,Sông Bến Gò,"Sông Bến Gò là một con sông đổ ra Sông Bùi. Sông có chiều dài 22 km và diện tích lưu vực là 83 km². Sông Bến Gò chảy qua các tỉnh Hà Nội, Hoà Bình."
Hà Nội,Sông Bùi,Sông Bùi là một con sông đổ ra Sông Đáy.
Hà Nội,Sông Cầu Đầm,"Sông Cầu Đầm là một con sông đổ ra Sông Bùi. Sông có chiều dài 27 km và diện tích lưu vực là 107 km². Sông Cầu Đầm chảy qua các tỉnh Hà Nội, Hoà Bình."
Hà Nội,Sông Cà Lồ,"Sông Cà Lồ (歌盧, còn gọi là sông Phủ Lỗ ) là một phụ lưu của sông Cầu và từng là một phân lưu của sông Hồng. Nó vốn tách ra khỏi sông Hồng ở xã Trung Hà, huyện Yên Lạc, Vĩnh Phúc và hợp lưu với sông Cầu tại ngã ba Xà, xã Tam Giang, huyện Yên Phong, tỉnh Bắc Ninh, khoảng 15 km về phía nam nơi sông Công hợp lưu với sông Cầu. Tuy nhiên đoạn đầu nguồn của Cà Lồ (chỗ phân lưu khỏi sông Hồng) đã bị bịt vào đầu thế kỷ 20, nên sông Cà Lồ hiện nay không còn nối với sông Hồng. Đầu nguồn sông Cà Lồ hiện nay ở huyện Mê Linh ( Hà Nội ) và nguồn nước của sông chủ yếu là từ các dòng suối từ dãy núi Tam Đảo. Sông Cà Lồ tạo thành ranh giới tự nhiên giữa huyện Sóc Sơn với các huyện Mê Linh, Đông Anh (Hà Nội) và giữa huyện Sóc Sơn với huyện Yên Phong (tỉnh Bắc Ninh). Toàn chiều dài của sông là 89 km, trong đó đoạn trên địa bàn Vĩnh Phúc dài 27 km."
Hà Nội,Sông Cầu,"Sông Cầu (còn gọi là sông Như Nguyệt, sông Phú Lương (Phú Lương Giang, 富良江), sông Thị Cầu, sông Nguyệt Đức hay mỹ danh dòng sông quan họ ), là con sông quan trọng nhất trong hệ thống sông Thái Bình, sông nằm lọt trong vùng Đông Bắc Việt Nam."
Hà Nội,Suối Cầu Triền,"Suối Cầu Triền (tên khác: Ngòi Cái) là một con suối đổ ra Sông Công. Suối có chiều dài 14 km và diện tích lưu vực là 36 km². Suối Cầu Triền chảy qua các tỉnh Hà Nội, Thái Nguyên."
Hà Nội,Suối Dộc Công,"Phụ lưu số 8 (Suối Dộc Công) là một con sông đổ ra Sông Bùi. Sông có chiều dài 12 km và diện tích lưu vực là 12 km². Phụ lưu số 8 (Suối Dộc Công) chảy qua các tỉnh Hà Nội, Hoà Bình."
Hà Nội,Suối Đầm Dài,"Suối Đầm Dài là một con suối đổ ra Sông Hồng. Suối có chiều dài 25 km và diện tích lưu vực là 105 km². Suối Đầm Dài chảy qua các tỉnh Phú Thọ, Hà Nội."
Hà Nội,Sông Đáy,"Sông Đáy, còn gọi là Hát Giang (喝江) là dòng sông chảy từ phía Tây Hà Nội, xuyên qua tỉnh Hà Nam rồi thành ranh giới giữa Ninh Bình và Nam Định trước khi đổ ra biển Đông tại cửa Đáy. Dòng sông chảy song song bên hữu ngạn hạ lưu sông Hồng và cũng là cửa sông lớn nhất của lưu vực sông Hồng."
Hà Nội,Sông Đuống,"Sông Đuống, tên chữ gọi là sông Thiên Đức hay Thiên Đức Giang, là một con sông dài 68 km, nối sông Hồng với sông Thái Bình. Sông Đuống là 1 nhánh chảy của sông Hồng, nhưng là phụ lưu của sông Thái Bình."
Hà Nội,Sông Hồng,"Sông Hồng (hay Hồng Hà, còn có các tên gọi khác là sông Cái, sông Cả, sông Thao, Nhị Hà, Nhĩ Hà ) là con sông có tổng chiều dài là 1.149 km bắt nguồn từ Vân Nam, Trung Quốc chảy qua miền Bắc Việt Nam và đổ ra vịnh Bắc Bộ, trên đất Việt Nam dài 556 km. Đây là dòng sông quan trọng của nền văn hóa lúa nước Việt Nam."
Hà Nội,Sông Kim Ngưu,Sông Kim Ngưu là một dòng sông tại Hà Nội.
Hà Nội,Sông Lừ,"Sông Lừ là tên một dòng sông tại Hà Nội, chảy trong địa bàn các quận Đống Đa, Thanh Xuân và Hoàng Mai."
Hà Nội,Sông Nông Giang,"Sông Nông Giang là một con sông đổ ra Sông Châu Giang. Sông có chiều dài 25 km và diện tích lưu vực là km². Sông Nông Giang chảy qua các tỉnh Hà Nội, Hà Nam."
Hà Nội,Sông Nhuệ,"Sông Nhuệ hay Nhuệ Giang là một con sông nhỏ, phụ lưu của sông Đáy. Sông dài khoảng 76 km, chảy ngoằn ngoèo gần như theo hướng bắc Tây Bắc-Nam Đông Nam qua địa phận thành phố Hà Nội và tỉnh Hà Nam."
Hà Nội,Sông Sét,"Sông Sét là một phân lưu của sông Kim Ngưu. Nó tách khỏi Kim Ngưu ở Phương Liệt. Tại chỗ sông Sét tách ra, Kim Ngưu đổi hướng chảy lên phía Bắc tới khu vực hồ Bảy Mẫu và đầm Kim Liên, còn sông Sét chảy về phía Nam. Tuy nhiên, do bồi, lấp, sông Kim Ngưu tại Phương Liệt bị đứt quãng khiến cho đoạn Kim Ngưu ngược lên phía Bắc bị tách riêng ra. Sông Sét ngày nay bao gồm cả đoạn sông Kim Ngưu đó. Nó chảy trong địa phận các quận Hai Bà Trưng và Hoàng Mai, thành phố Hà Nội."
Hà Nội,Sông Ngũ Huyện Khê,"Ngũ Huyện Khê là một chi lưu của sông Đuống, nó bắt nguồn từ địa phận ranh giới giữa xã Xuân Canh và Đông Hội thuộc huyện Đông Anh, thành phố Hà Nội và chảy vào tỉnh Bắc Ninh tại phường Châu Khê, thành phố Từ Sơn. Cuối cùng, sông Ngũ Huyện Khê đổ vào sông Cầu tại phường Hoà Long, thành phố Bắc Ninh."
Hà Nội,Sông Thanh Hà,"Sông Thanh Hà là một con sông đổ ra Sông Đáy. Sông có chiều dài 19 km và diện tích lưu vực là km². Sông Thanh Hà chảy qua các tỉnh Hà Nội, Hòa Bình."
Hà Nội,Sông Tích,"Sông Tích tên đầy đủ là Tích Lịch Giang (sông Sấm Sét) còn gọi là sông Con (khi so sánh với sông Hồng -sông Cái), là phụ lưu cấp I của sông Đáy, thuộc hệ thống sông Hồng, bắt nguồn từ dãy núi Ba Vì, đầu nguồn là hồ Suối Hai, hồ Đồng Mô."
Hà Tĩnh,Cửa Khẩu,Cửa Khẩu hay còn gọi là Hải Khẩu hoặc Cửa Quyền là một cửa biển ở miền Trung Việt Nam thuộc tỉnh Hà Tĩnh. Đây là một trong 4 cửa biển quan trọng của Hà Tĩnh về ngành ngư nghiệp.
Hà Tĩnh,Kênh Nhà Lê,"Kênh Nhà Lê là hệ thống kênh đào cổ được hình thành từ thời Vua Lê Đại Hành để kết nối giao thông thủy từ kinh đô Hoa Lư tới Đèo Ngang - biên giới giữa Đại Cồ Việt với Chăm Pa nhằm mục đích vận tải quân lương, mở rộng lãnh thổ về phía Nam và phát triển kinh tế nông nghiệp nước nhà. Tuyến kênh nhà Lê gồm nhiều kênh đào mới hoặc khơi vét từ các sông tự nhiên mà các triều đại phong kiến nhà Tiền Lê, Hậu Lê, nhà Nguyễn và trong kháng chiến chống Mỹ đã sử dụng với mục đích giao thông, quân sự và phát triển nông nghiệp. Kênh Nhà Lê là tuyến đường thủy đầu tiên trong lịch sử Việt Nam và được coi là tuyến đường mòn Hồ Chí Minh trên sông vì những đóng góp cho các cuộc chiến tranh chống xâm lược của người Việt. Hiện nay còn ít nhất 6 sông mang tên sông Nhà Lê ở cả 4 tỉnh Ninh Bình, Thanh Hóa, Nghệ An và Hà Tĩnh. Các sông Nhà Lê này vẫn được nối thông thủy với nhau và với nhiều sông tự nhiên khác. Nhiều đoạn sông Nhà Lê hiện nay được công nhận là tuyến đường thủy quốc gia và Kênh Nhà Lê tại Nghệ An được xếp hạng di tích quốc gia."
Hà Tĩnh,Khe Ba Giang,"Khe Ba Giang là một con sông đổ ra Sông Ngàn Sâu. Sông có chiều dài 17 km và diện tích lưu vực là 86 km². Khe Ba Giang chảy qua các tỉnh Hà Tĩnh, Quảng Bình."
Hà Tĩnh,Khe Gát,"Khe Gát (tên khác: Khe Khế) là một con sông đổ ra Sông Rào Trổ. Sông có chiều dài 14 km và diện tích lưu vực là 19 km². Khe Gát chảy qua các tỉnh Hà Tĩnh, Quảng Bình."
Hà Tĩnh,Sông La,"Sông La là một phụ lưu của sông Lam, dài 12,5 km chảy qua huyện Đức Thọ, tỉnh Hà Tĩnh."
Hà Tĩnh,Sông Lam,"Sông Lam (tên gọi khác: Ngàn Cả, Sông Cả, Nậm Khan, Thanh Long Giang ) là một trong hai con sông lớn nhất ở Bắc Trung Bộ Việt Nam."
Hà Tĩnh,Sông Ngàn Phố,"Sông Ngàn Phố là một con sông phụ lưu của sông La chảy chủ yếu trong địa phận huyện Hương Sơn, tỉnh Hà Tĩnh."
Hà Tĩnh,Sông Ngàn Sâu,"Sông Ngàn Sâu là một phụ lưu chính của sông La. Sông này dài khoảng 131 km, bắt nguồn từ vùng núi Ông Giao Thừa (cao 1.100 m) và núi Cũ Lân (cao 1.014 m) thuộc dãy núi Trường Sơn nằm trên địa bàn giáp ranh của hai tỉnh Hà Tĩnh và Quảng Bình, Việt Nam. sông chảy về hướng Bắc qua huyện Hương Khê, Vũ Quang, Đức Thọ và Hương Sơn (tỉnh Hà Tĩnh ) rồi hợp lưu với sông Ngàn Phố tại ngã ba Tam Soa (hay bến Tam Soa), huyện Đức Thọ tạo thành dòng sông La."
Hà Tĩnh,Sông Rào Tre,"Sông Rào Tre (tên khác: Suối Lộn Lên) là một con sông đổ ra Sông Ngàn Sâu. Sông có chiều dài 34 km và diện tích lưu vực là 79 km². Sông Rào Tre chảy qua các tỉnh Hà Tĩnh, Quảng Bình."
Hà Tĩnh,Sông Rào Cái,"Sông Rào Cái hay Sông Ngàn Mọ là một trong những con sông lớn chảy ở tỉnh Hà Tĩnh. Sông bắt nguồn từ vùng núi Cúc Thảo huyện Cẩm Xuyên (tỉnh Hà Tĩnh ), chảy trong địa bàn huyện Cẩm Xuyên theo hướng Đông Nam - Tây Bắc, trong địa bàn huyện Thạch Hà theo hướng Nam - Bắc và đổ ra Biển Đông ở cửa Sót ơ Đông Bắc huyện Thạch Hà. Sông tạo thành ranh giới tự nhiên giữa Cẩm Xuyên với Thạch Hà và giữa Thạch Hà với thành phố Hà Tĩnh"
Hà Tĩnh,Sông Rào Trổ,"Sông Rào Trổ là một phụ lưu của sông Gianh. Sông chảy qua huyện Cẩm Xuyên và Kỳ Anh, tỉnh Hà Tĩnh và huyện Tuyên Hóa tỉnh Quảng Bình."
Hà Tĩnh,Sông Hạ Vàng,Sông Hạ Vàng là một con sông nhỏ tại tỉnh Hà Tĩnh.
Hà Tĩnh,Sông Nghèn,Sông Nghèn (còn được gọi là sông Nhà Lê ) là một phân lưu của sông Lam chảy qua tỉnh Hà Tĩnh.
Hà Tĩnh,Sông Rác,"Sông Rác là một con sông nhỏ dài khoảng 35– 40 km, bắt nguồn từ vùng núi thuộc xã Kỳ Tây, chảy qua các xã Kỳ Tây, Kỳ Hương thuộc huyện Kỳ Anh, các xã Cẩm Minh, Cẩm Lạc, Cẩm Trung, Cẩm Lĩnh thuộc huyện Cẩm Xuyên, tỉnh Hà Tĩnh, rồi hợp lưu với sông Lạc Giang tại Cửa Nhượng thuộc xã Cẩm Nhượng trước khi đổ ra biển. Tên sông là Sông Rác có lẽ do vào mùa mưa khi nước lũ tràn xuống sông kéo theo rất nhiều gỗ, cây khô, rều - rác xuống biển."
